"Title","Author","Main Genre","Sub Genre","Type","Rating","No. of People rated","Price","Number of Sub-genres"
"Introduction to Coding for Kids - Brain Activity Book for Kids - Age 6+","Maple Press","Children's Books","Computers & Technology","Paperback",4.3,113,4.46,34
"Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Story)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.6,18243,12.03,34
"Progress In Computer Science With Python Textbook & Practical Book For Class 12 [Paperback] Sumita Arora","Sumita Arora","Children's Books","Computers & Technology","Paperback",4.5,2890,28.72,34
"Kid Youtuber: From the Creator of Diary of a 6th Grade Ninja","Marcus Emerson","Children's Books","Computers & Technology","Kindle Edition",4.6,3978,21.79,34
"Diary of a Minecraft Zombie Book 6: Zombie Goes To Camp (An Unofficial Minecraft Book)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.7,3647,11.35,34
"The Science Spectacular: 500 Amazing Facts to Ignite Curiosity and Wonder for Kids","Team Pegasus","Children's Books","Computers & Technology","Hardcover",4.6,448,19.51,34
"365 Facts on Space Book for Children Age 7-15 years, 80 Pages [Paperback] Dreamland Publications","Dreamland Publications","Children's Books","Computers & Technology","Paperback",4.5,1695,10.38,34
"Kid Youtuber 10: Tell Your Friends (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja","Marcus Emerson","Children's Books","Computers & Technology","Kindle Edition",4.7,313,21.79,34
"Kid Youtuber 7: Gamer's Paradise (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja","Marcus Emerson","Children's Books","Computers & Technology","Kindle Edition",4.7,1064,21.79,34
"Minecraft Books: Diary of a Minecraft Zombie Book 4: Zombie Swap (An Unofficial Minecraft Book)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,4298,11.35,34
"Minecraft Books: Diary of a Minecraft Zombie Book 14: Cloudy with a Chance of Apocalypse","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,2007,9.66,34
"Time Travelling with a Hamster","Ross Welford","Children's Books","Computers & Technology","Paperback",4.6,2601,14.02,34
"Kid Youtuber 5: You're Welcome (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja","Marcus Emerson","Children's Books","Computers & Technology","Kindle Edition",4.7,1970,21.79,34
"Knowledge Encyclopedia - Science (Knowledge Encyclopedia for Children)","Wonder House Books","Children's Books","Computers & Technology","Hardcover",4.3,40,29.06,34
"They Both Die at the End","Adam Silvera","Children's Books","Computers & Technology","Paperback",4.4,38822,12.57,34
"Kid Youtuber 3: The Struggle is Real (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja","Marcus Emerson","Children's Books","Computers & Technology","Kindle Edition",4.8,1989,21.79,34
"Diary of a Minecraft Zombie Book 10: One Bad Apple (An Unofficial Minecraft Book)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,2592,11.4,34
"Minecraft: Diary of a Minecraft Zombie Book 15: Attack of the Gnomes! (An Unofficial Minecraft Book)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,2342,10.53,34
"Kid Youtuber 6: Sorry, Not Sorry (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja","Marcus Emerson","Children's Books","Computers & Technology","Kindle Edition",4.7,1662,21.79,34
"Minecraft Books: Diary of A Minecraft Zombie Book 2: Bullies and Buddies (An Unofficial Minecraft Book)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,7497,11.98,34
"Kid Youtuber 8: Trending (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja","Marcus Emerson","Children's Books","Computers & Technology","Kindle Edition",4.7,825,21.79,34
"Space - My Knowledge Book","Team Pegasus","Children's Books","Computers & Technology","Paperback",4.3,2212,4.8,34
"Diary of a Minecraft Zombie Book 5: School Daze (An Unofficial Minecraft Book)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,3712,11.35,34
"Diary of a Minecraft Zombie Book 9: Zombie's Birthday Apocalypse (An Unofficial Minecraft Book)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,2761,11.16,34
"Kid Youtuber 4: Because Obviously (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja","Marcus Emerson","Children's Books","Computers & Technology","Kindle Edition",4.8,1385,21.79,34
"Geronimo Stilton # 52 Mouse in Space","GERONIMO STILTON","Children's Books","Computers & Technology","Paperback",4.5,453,11.01,34
"The Hundred Dresses","Eleanor Estes","Children's Books","Computers & Technology","Paperback",4.7,3268,16.5,34
"Minecraft: Diary of a Minecraft Zombie Book 16: Down The Drain (An Unofficial Minecraft Book)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,2144,10.33,34
"Diary of a Minecraft Zombie Book 12: Pixelmon Gone!","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,2499,11.06,34
"George's Secret Key to the Universe","Lucy Hawking","Children's Books","Computers & Technology","Paperback",4.6,1703,12.57,34
"How To Catch A Star","Oliver Jeffers","Children's Books","Computers & Technology","Board book",4.6,3308,18.87,34
"Diary of a Minecraft Zombie Book 7: Zombie Family Reunion (An Unofficial Minecraft Book)","Zack Zombie","Children's Books","Computers & Technology","Kindle Edition",4.8,2182,11.35,34
"Science - STEM Activity Book for Children Age 6-12 years - Packed with Activities and Science Facts| STEM Explorers Starters for Kids [Paperback] Dreamland Publications","Dreamland Publications","Children's Books","Computers & Technology","Paperback",4.4,131,6.79,34
"Camp Chaos (Diary of a Bacon Hair Boy, Book 10) (Diary of a Roblox Bacon Hair Boy)","Arrikin Books","Children's Books","Computers & Technology","Kindle Edition",4.8,46,14.56,34
"The Berenstain Bears and Too Much TV","Stan Berenstain","Children's Books","Computers & Technology","Paperback",4.8,2114,8.2,34
"National Geographic Little Kids First Big Book Of How (National Geographic Little Kids First Big Books) (National Geographic Kids)","Jill Esbaum","Children's Books","Computers & Technology","Hardcover",4.7,2761,46,34
"Dave the Villager 43: An Unofficial Minecraft Book (The Legend of Dave the Villager)","Dave Villager","Children's Books","Computers & Technology","Kindle Edition",4.8,926,15.48,34
"There’s No Place Like Space!: All about our SOLAR SYSTEM.: Book 7 (The Cat in the Hat’s Learning Library)","Tish Rabe","Children's Books","Computers & Technology","Paperback",4.6,490,10.25,34
"New Worlds (Diary of a Bacon Hair Boy, Book 9) (Diary of a Roblox Bacon Hair Boy)","Arrikin Books","Children's Books","Computers & Technology","Kindle Edition",4.7,93,16.01,34
"George and the Unbreakable Code (Book 4) (George's Secret Key to the Universe) [Paperback] Lucy and Stephen Hawking","Lucy Hawking","Children's Books","Computers & Technology","Paperback",4.7,556,12.57,34
"The Way Back Home","Oliver Jeffers","Children's Books","Computers & Technology","Board book",4.7,1354,16.69,34
"Discovering The Earth's Wonders: 500 Fascinating Facts about Our Extraordinary Planet for Kids","Team Pegasus","Children's Books","Computers & Technology","Hardcover",4.5,138,19.46,34
"Scary Roblox Stories Vol 4","Arrikin Books","Children's Books","Computers & Technology","Kindle Edition",4.7,226,3.93,34
"Colouring Books Boxset: Pack of 12 Copy Colour Books For Children","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,4347,15.96,34
"1001 Ultimate Brain Booster Activities for 4+ Years Old Kids |Enhance the Child Mind with Cognitive Excellence with Interactive Activity Book","Team Pegasus","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.6,915,14.17,34
"Jumbo Colouring Book - Activity Colouring Book for 3 to 5 years old kids - Gift to children for painting, drawing and colouring with reference guide [Paperback] Maple Press","Maple Press","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,1946,4.8,34
"1001 Jumbo Brain Booster Activities for 5 to 8 Years Old Kids|Enhance the Child Mind with Cognitive Excellence with Interactive Activity Book","Team Pegasus","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.6,548,14.17,34
"My First 365 Coloring Book Jumbo Coloring Book For Kids With Tear Out Sheets","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,1061,9.66,34
"101 Brain Booster","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,5985,7.71,34
"BRAIN GAMES FOR CLEVER KIDS [Paperback] Moore, Gareth","Gareth Moore","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.3,10554,6.74,34
"My First Learning Activity Bag | Set of 10 Exciting Brain Activity Books | Interactive Fun Activities and Exercise for Kids & Children","Team Pegasus","Children's Books","Crafts, Hobbies & Practical Interests","Product Bundle",4.2,2347,14.17,34
"Where Is Baby'S Belly Button?","Karen Katz","Children's Books","Crafts, Hobbies & Practical Interests","Board book",4.5,13382,12.57,34
"Brain Booster Activity Bag for Kids & Children |Set of 10 Books| Dot to Dot,Look & Find,How Many,Mazes,Difference,Reasoning,Sort,Word Search,Jumble","Team Pegasus","Children's Books","Crafts, Hobbies & Practical Interests","Product Bundle",4.1,276,14.6,34
"Motivation- Colouring Book for Adults: Adult Colouring Book for Peace & Relaxation [Paperback] Dreamland Publications","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,2791,6.79,34
"Origami - Step-by-Step Introduction To The Art of Paper-Folding - Activity Book For Children - Level 1: Beginners","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.3,196,5.77,34
"Refreshing Mandala- Colouring Book for Adults Book 1 [Paperback] Dreamland Publications","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,7435,9.02,34
"GIKSO 100 Maths Puzzles Book - Brain Boosting Mathematical Activities for Age 7+ Years Old Kids | Multi Color Game Book (English) - Reprinted 2023","GIKSO","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,3148,9.56,34
"Dinosaur World - Lift The Flap Book for Kids Age 3-6 Years with Bright and Colourful Pictures- Early Learning Novelty Book for Children","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Hardcover",4.5,464,6.79,34
"The Ultimate Workbook for Children 3-4 Years Old |Interactive Fun Learning Activity Skills Book","Team Pegasus","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.6,789,13.93,34
"Colour With Crayons Book 1 for Kids Age 1 -6 Years - Drawing and Colouring Book for Early Learners","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.2,7674,3.88,34
"The Ultimate Workbook for Children 4-5 Years Old |Interactive Fun Learning Activity Skills Book","Team Pegasus","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.6,577,13.93,34
"365 Colouring Book for Children - Best Coloring, Drawing and Painting Book for Kids Age 2 -8 years","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,5849,10.92,34
"Set of 4 Sticker Books for Kids - Number, ABC, Things that Move & Shapes and Opposites | Sticker Activity for Children","Team Pegasus","Children's Books","Crafts, Hobbies & Practical Interests","Product Bundle",4.2,143,18.87,34
"The Secret Garden","Frances Hodgson Burnett","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,20158,6.74,34
"My First Experiences Sticker Book: My first sticker books","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,1278,7.52,34
"Word Search : First Fun Activity Books For Kids","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,998,4.8,34
"In the Jungle - Lift The Flap Book for Kids Age 3-6 Years with Bright and Colourful Pictures- Early Learning Novelty Book for Children","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Hardcover",4.6,620,6.79,34
"Brilliant Brain Activity Book 3+ [Paperback] Dreamland Publications","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,3839,8.49,34
"Little Artist Series Mandala: Copy Colour Books","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.2,549,3.3,34
"Brilliant Brain Activity Book 4+ [Paperback] Dreamland Publications","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.6,3249,8.83,34
"Doodle Coloring For Kids - Pink Edition","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,2614,4.32,34
"101 Unicorn Colouring Book Fun Activity Colouring Book For Children","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,1934,7.52,34
"Under the Ocean - Lift The Flap Book for Kids Age 3-6 Years with Bright and Colourful Pictures- Early Learning Novelty Book for Children","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.6,642,6.79,34
"Masha And The Bear - Friends Forever: Giant Coloring Book For Kids","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,1582,7.52,34
"Brilliant Brain Activity Book for Kids Age 6+","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,1299,8.69,34
"Doodle Coloring For Kids - Blue Edition","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.5,1083,4.8,34
"Cityscape- Colouring Book for Adults (Adult Coloring Activity Book)","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,492,6.79,34
"Origami - Step-by-Step Introduction To The Art of Paper-Folding - Activity Book For Children - Level 3: Advanced","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.3,49,4.8,34
"365 English Activity Book for Age 6+ [Paperback] Dreamland Publications","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,2702,8.49,34
"The Ultimate Workbook for Children 5-6 Years Old |Interactive Fun Learning Activity Skills Book","Team Pegasus","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.6,353,13.93,34
"I Am Born To Be A Unicorn Coloring book Giant book Series Jumbo Sized Colouring Book For Children","Wonder House Books","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.4,944,6.26,34
"Brilliant Brain Activity Book 5+ [Paperback] Dreamland Publications","Dreamland Publications","Children's Books","Crafts, Hobbies & Practical Interests","Paperback",4.6,2146,8.44,34
"Lift the Flap First Questions and Answers Where does my food","USBORNE","Children's Books","Crafts, Hobbies & Practical Interests","Board book",4.9,10,30.62,34
